year	code	weight	code_label	id	binary1	binary2	three_code2	linearSVC_three_code2	linearSVC_binary1	linearSVC_binary2	b1	b2	tc
2010	5	6.67	irrelevant	351	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	1	1	relinequality, explicit	354	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	3	6.67	relchanges (income/wages/earnings/etc.)	355	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1991	1	6.67	relinequality, explicit	360	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1980	1	6.67	relinequality, explicit	361	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	5	6.67	irrelevant	362	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1989	1	10	relinequality, explicit	363	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2007	1	6.67	relinequality, explicit	365	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2005	2	10	relinequality, implicit	366	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2010	3	6.67	relchanges (income/wages/earnings/etc.)	367	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2003	4	10	releconomy (employment, economy)	368	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	5	6.67	irrelevant	370	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	2	6.67	relinequality, implicit	371	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	1	1	1	1
1990	5	6.67	irrelevant	372	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1996	5	6.67	irrelevant	373	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2006	5	6.67	irrelevant	374	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2006	1	1	relinequality, explicit	375	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	2	6.67	relinequality, implicit	378	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1981	5	6.67	irrelevant	381	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1988	3	10	relchanges (income/wages/earnings/etc.)	382	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2009	2	6.67	relinequality, implicit	384	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	385	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2007	5	6.67	irrelevant	386	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2007	5	6.67	irrelevant	387	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2006	3	6.67	relchanges (income/wages/earnings/etc.)	388	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1995	1	10	relinequality, explicit	391	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	5	10	irrelevant	392	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	4	10	releconomy (employment, economy)	393	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1985	5	6.67	irrelevant	394	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1992	1	6.67	relinequality, explicit	395	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1996	1	10	relinequality, explicit	396	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1989	5	6.67	irrelevant	397	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	1	6.67	relinequality, explicit	399	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1998	5	6.67	irrelevant	400	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	2	6.67	relinequality, implicit	401	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1998	3	6.67	relchanges (income/wages/earnings/etc.)	402	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1982	5	6.67	irrelevant	403	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1984	5	6.67	irrelevant	405	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1984	5	6.67	irrelevant	406	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2005	5	10	irrelevant	410	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2011	2	1	relinequality, implicit	411	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	3	6.67	relchanges (income/wages/earnings/etc.)	412	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1981	5	6.67	irrelevant	413	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	5	6.67	irrelevant	414	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	2	6.67	relinequality, implicit	415	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1985	5	6.67	irrelevant	417	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
1983	5	6.67	irrelevant	422	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2004	1	1	relinequality, explicit	423	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1989	3	10	relchanges (income/wages/earnings/etc.)	425	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1995	2	6.67	relinequality, implicit	426	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1996	1	1	relinequality, explicit	429	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1993	4	6.67	releconomy (employment, economy)	430	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1980	3	6.67	relchanges (income/wages/earnings/etc.)	431	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2003	1	6.67	relinequality, explicit	433	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1988	4	10	releconomy (employment, economy)	437	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1997	3	10	relchanges (income/wages/earnings/etc.)	441	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2010	1	6.67	relinequality, explicit	442	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	5	10	irrelevant	443	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1988	5	6.67	irrelevant	444	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1987	3	10	relchanges (income/wages/earnings/etc.)	445	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
2012	5	6.67	irrelevant	449	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	2	2	2	2	3
1989	2	10	relinequality, implicit	450	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2001	5	6.67	irrelevant	452	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
2006	3	6.67	relchanges (income/wages/earnings/etc.)	457	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1982	1	6.67	relinequality, explicit	458	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2003	5	6.67	irrelevant	459	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	461	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	3	10	relchanges (income/wages/earnings/etc.)	462	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2007	3	10	relchanges (income/wages/earnings/etc.)	463	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	5	6.67	irrelevant	464	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	2	6.67	relinequality, implicit	466	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	2	6.67	relinequality, implicit	467	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1993	1	1	relinequality, explicit	470	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1988	1	6.67	relinequality, explicit	474	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	475	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1996	3	10	relchanges (income/wages/earnings/etc.)	477	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2003	5	6.67	irrelevant	478	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	1	10	relinequality, explicit	479	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	1	6.67	relinequality, explicit	480	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	483	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	5	6.67	irrelevant	484	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2003	5	10	irrelevant	486	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2011	2	6.67	relinequality, implicit	488	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1993	5	10	irrelevant	489	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2002	5	6.67	irrelevant	490	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	3	6.67	relchanges (income/wages/earnings/etc.)	491	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1983	5	6.67	irrelevant	492	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	5	6.67	irrelevant	493	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1984	3	10	relchanges (income/wages/earnings/etc.)	495	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2000	5	6.67	irrelevant	496	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1981	5	6.67	irrelevant	501	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	10	irrelevant	504	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	5	6.67	irrelevant	505	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2007	5	6.67	irrelevant	506	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1980	2	6.67	relinequality, implicit	507	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	1	6.67	relinequality, explicit	512	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1984	5	6.67	irrelevant	513	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1982	1	6.67	relinequality, explicit	516	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	2	6.67	relinequality, implicit	517	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	2	6.67	relinequality, implicit	518	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1980	3	6.67	relchanges (income/wages/earnings/etc.)	519	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1989	5	10	irrelevant	521	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
1984	2	10	relinequality, implicit	522	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	523	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2004	5	6.67	irrelevant	524	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2010	1	6.67	relinequality, explicit	525	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	526	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2004	5	10	irrelevant	530	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	5	6.67	irrelevant	531	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	3	6.67	relchanges (income/wages/earnings/etc.)	532	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2006	5	6.67	irrelevant	539	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	1	6.67	relinequality, explicit	540	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
1993	4	6.67	releconomy (employment, economy)	544	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1994	1	6.67	relinequality, explicit	545	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1987	5	6.67	irrelevant	547	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1998	5	10	irrelevant	548	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2011	4	6.67	releconomy (employment, economy)	550	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2001	1	6.67	relinequality, explicit	551	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1983	4	6.67	releconomy (employment, economy)	552	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2009	1	6.67	relinequality, explicit	554	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	555	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	1	6.67	relinequality, explicit	556	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1982	4	6.67	releconomy (employment, economy)	557	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1989	5	10	irrelevant	558	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2009	5	6.67	irrelevant	559	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1989	5	6.67	irrelevant	560	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1986	5	6.67	irrelevant	563	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1990	2	6.67	relinequality, implicit	564	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2011	4	6.67	releconomy (employment, economy)	566	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1981	2	10	relinequality, implicit	567	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1981	2	6.67	relinequality, implicit	568	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	5	6.67	irrelevant	569	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	2	6.67	relinequality, implicit	571	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1988	3	10	relchanges (income/wages/earnings/etc.)	572	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2003	5	10	irrelevant	573	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2005	2	6.67	relinequality, implicit	575	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1993	1	1	relinequality, explicit	579	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1989	1	6.67	relinequality, explicit	582	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2012	4	6.67	releconomy (employment, economy)	585	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1980	3	6.67	relchanges (income/wages/earnings/etc.)	587	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1991	2	6.67	relinequality, implicit	588	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2008	3	6.67	relchanges (income/wages/earnings/etc.)	590	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1985	1	6.67	relinequality, explicit	592	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1983	2	6.67	relinequality, implicit	595	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1995	1	10	relinequality, explicit	596	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2011	4	6.67	releconomy (employment, economy)	598	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2004	5	10	irrelevant	600	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	3	10	relchanges (income/wages/earnings/etc.)	601	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1986	5	6.67	irrelevant	602	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2005	5	6.67	irrelevant	604	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	605	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	606	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
1984	5	6.67	irrelevant	607	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2009	3	6.67	relchanges (income/wages/earnings/etc.)	608	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2010	5	6.67	irrelevant	609	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	1	10	relinequality, explicit	610	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1996	1	6.67	relinequality, explicit	611	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2003	1	6.67	relinequality, explicit	613	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1992	3	6.67	relchanges (income/wages/earnings/etc.)	615	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2012	1	1	relinequality, explicit	616	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2006	5	6.67	irrelevant	619	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2006	5	6.67	irrelevant	620	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2006	5	6.67	irrelevant	621	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2007	5	6.67	irrelevant	622	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2007	5	6.67	irrelevant	623	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
2005	2	6.67	relinequality, implicit	626	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2005	5	6.67	irrelevant	627	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	5	6.67	irrelevant	628	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	5	6.67	irrelevant	629	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
2005	4	6.67	releconomy (employment, economy)	630	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1985	2	6.67	relinequality, implicit	636	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1993	3	6.67	relchanges (income/wages/earnings/etc.)	637	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2005	5	6.67	irrelevant	638	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	640	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	641	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1986	5	6.67	irrelevant	642	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	4	6.67	releconomy (employment, economy)	643	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1989	5	6.67	irrelevant	644	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1996	4	10	releconomy (employment, economy)	646	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1982	3	10	relchanges (income/wages/earnings/etc.)	647	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1981	3	6.67	relchanges (income/wages/earnings/etc.)	648	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1980	5	6.67	irrelevant	651	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2004	5	10	irrelevant	652	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	5	6.67	irrelevant	653	irrelevant	relchanges/releconomy/irrelevant	irrelevant	2	1	2	2	2	3
1993	3	6.67	relchanges (income/wages/earnings/etc.)	654	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1988	5	6.67	irrelevant	655	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2005	3	6.67	relchanges (income/wages/earnings/etc.)	656	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1998	5	6.67	irrelevant	657	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1999	5	6.67	irrelevant	658	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	5	6.67	irrelevant	659	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1989	5	6.67	irrelevant	660	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1989	5	10	irrelevant	661	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	3	10	relchanges (income/wages/earnings/etc.)	663	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2012	2	6.67	relinequality, implicit	668	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1982	5	6.67	irrelevant	674	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2002	4	10	releconomy (employment, economy)	676	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1997	1	10	relinequality, explicit	677	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1983	5	6.67	irrelevant	678	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2004	1	6.67	relinequality, explicit	679	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1994	5	6.67	irrelevant	680	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1992	3	6.67	relchanges (income/wages/earnings/etc.)	682	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1993	3	6.67	relchanges (income/wages/earnings/etc.)	683	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	1	2	1	2	2
1983	1	6.67	relinequality, explicit	684	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2003	2	6.67	relinequality, implicit	685	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2002	5	6.67	irrelevant	688	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	6.67	irrelevant	689	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	1	2	2	2	3
1986	5	6.67	irrelevant	691	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1980	3	6.67	relchanges (income/wages/earnings/etc.)	692	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1990	2	10	relinequality, implicit	694	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1992	1	6.67	relinequality, explicit	695	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1993	5	6.67	irrelevant	697	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
